account_id,customer_id,account_type_id,branch_id,account_open_date,account_close_date,account_status,created_by,updated_by,created_date,updated_date,account_number,ACCOUNT_APPLICATION_ID
16605,65174,7,8990,2023-03-30,2023-06-11,Close,Susan Schaefer,Natalie Thompson,2021-10-18,2020-11-07,1025167196,49853
16606,61595,14,5424,2022-11-28,,Open,Kelly Sanders,Barbara Johnson,2023-02-27,2022-02-05,9929054688,49855
16607,85828,9,5915,2018-09-09,2020-03-04,Close,Samuel Harris,Jacob Lewis,2018-12-23,2022-01-05,4888319776,49857
16608,39276,6,19857,2021-11-30,2023-06-11,Close,Stacy Bates,Patrick Gray,2023-01-11,2021-07-01,2969660555,49858
16609,50637,17,13653,2019-03-14,,Open,Robert Valencia,Andrea Snyder,2023-04-07,2020-10-27,8673608203,49859
16610,88993,2,24168,2019-09-24,2021-01-08,Close,Julia Davis,Colin Kent,2019-12-18,2021-10-02,9504466857,49860
16611,76684,15,21734,2021-03-18,2021-04-16,Close,Nicole Gibson,Robert Silva,2019-04-19,2022-01-31,8164031038,49863
16612,54669,6,22292,2023-04-19,,Open,Robert Cordova,Tiffany Howell,2021-03-12,2022-01-18,2148060327,49864
16613,47527,16,16437,2018-11-16,,Open,Joseph Perkins IV,Ryan Snow,2018-09-30,2023-03-18,7204375744,49867
16614,62213,17,24423,2021-01-26,,Open,Julie Perry,Mark Sosa,2018-07-17,2021-09-23,9939197259,49869
16615,66857,8,22803,2022-12-25,,Open,Anna Wood,Jennifer Brewer,2021-10-02,2022-11-21,3245625119,49873
16616,3616,8,28293,2021-11-02,,Open,Leslie Trevino,Ryan Norris,2018-10-02,2020-11-06,515375974,49880
16617,76868,16,28891,2019-04-15,,Open,Robert Morris,Jacqueline Weaver,2022-09-09,2023-06-19,9567727583,49885
16618,13770,17,21009,2019-10-14,,Open,Troy Miller,Kari Smith,2020-05-28,2021-03-19,8853053844,49887
16619,75307,14,8371,2019-11-22,,Open,Vincent Drake,Donald Harrell,2021-01-13,2020-11-11,1170479338,49889
16620,80617,15,8418,2022-03-14,,Open,Mark Vang DDS,Meghan Gomez,2019-02-05,2023-03-23,1235414282,49895
16621,71282,15,877,2023-03-05,2023-06-14,Close,Lauren Watson,Jerry Barnett,2022-08-03,2022-02-12,3242257576,49896
16622,99577,15,7157,2021-11-26,2023-03-23,Close,Larry Mosley,Matthew Stanley,2020-07-15,2022-09-29,8654607372,49902
16623,7254,14,14013,2020-03-20,2021-02-08,Close,Timothy Fernandez,Gloria Thomas,2022-03-01,2022-01-19,9154008179,49904
16624,49907,13,25378,2018-11-09,2020-10-06,Close,Diana Burns,Adam Hammond,2023-01-23,2021-12-15,4796321859,49907
16625,8408,6,29122,2020-11-24,,Open,Francisco Wilson,Pamela Mitchell,2020-01-11,2022-07-31,4048090238,49908
16626,44405,13,26136,2018-01-03,2019-10-12,Close,Hayley Vega,Troy Adams,2022-12-20,2021-06-17,8931050136,49912
16627,40770,4,27751,2022-11-02,,Open,Kelly Ibarra,Andrew Burke,2019-01-10,2021-02-22,1467559971,49916
16628,73621,4,828,2020-04-09,2023-02-06,Close,Christopher Foster,Jill Craig,2020-05-24,2023-03-11,314377257,49918
16629,14689,3,16082,2018-12-10,,Open,Robert Fisher,Jacob Montgomery,2019-12-09,2021-09-01,9683605911,49922
16630,22564,14,26090,2019-06-01,2022-11-23,Close,Gina Jones,Cesar Hardy,2021-12-21,2022-12-22,1767052383,49925
16631,30212,18,2131,2020-10-08,2020-11-23,Close,Anne Decker,Brianna Sanchez,2022-07-26,2020-10-08,3713427369,49930
16632,50753,7,24908,2018-01-09,,Open,Philip Gibson,Brett Vasquez,2021-06-24,2020-11-21,3386082257,49932
16633,1706,16,18425,2020-02-13,,Open,Zoe Bean,Natalie Howell,2019-07-10,2021-11-22,9675338880,49936
16634,18087,10,10548,2018-10-12,,Open,Joan Castillo,Andrew Rogers,2020-06-02,2021-07-18,9727384641,49940
16635,54016,16,7170,2020-06-12,,Open,Andrea Jones,Brian Palmer,2018-12-21,2022-05-06,4095421088,49942
16636,67913,11,25194,2018-02-12,2020-08-16,Close,Dr. Joshua Silva MD,Brian Powers,2019-04-15,2021-02-22,8832350833,49945
16637,56039,1,13989,2023-01-05,2023-02-17,Close,Jessica Reid,Patricia Young,2022-01-15,2021-02-15,6841060891,49952
16638,56215,1,1320,2023-02-04,,Open,Taylor Fuller,Mark Murray,2018-10-27,2023-04-19,2562455057,49954
16639,40149,2,20982,2022-03-29,2023-04-13,Close,Sonya Singleton,Jennifer Watkins,2022-08-01,2021-04-17,4579465297,49955
16640,2186,7,21986,2023-01-22,,Open,Mary Trevino,Jeffery Davis,2023-05-03,2023-04-30,605115716,49956
16641,75218,10,21963,2022-03-27,2023-03-14,Close,Peter Ball,Adam Sutton,2018-06-27,2023-02-07,2709325615,49958
16642,96951,11,25059,2018-03-27,,Open,Kimberly Roberts,William Clark,2023-05-09,2021-11-06,2376826992,49959
16643,16883,8,3677,2023-05-05,,Open,David Wade,Patricia Foster,2018-01-01,2023-01-21,2201843674,49961
16644,32159,18,4580,2019-09-18,2020-01-18,Close,Zachary Chaney,Brian Ochoa,2020-05-16,2022-10-28,8541785463,49963
16645,18121,8,4036,2018-08-01,2021-01-21,Close,Mariah Kelly,Ariana Smith,2021-11-02,2022-04-18,4821622678,49966
16646,65366,6,2720,2021-07-01,,Open,Brandon Perez,Jessica Delgado,2018-09-25,2022-05-17,5805635496,49967
16647,42597,2,5974,2021-08-24,,Open,Megan Lawrence,Stephanie Harris,2018-01-07,2022-02-10,4621095641,49973
16648,47599,10,29995,2018-12-14,2019-05-25,Close,Michael Gamble,Colleen Brown,2021-11-16,2021-02-01,7417005056,49976
16649,69966,17,9920,2022-06-08,,Open,Isaac Doyle,William Dunlap,2022-05-21,2023-02-13,9529044551,49979
16650,50050,15,8194,2020-06-08,,Open,Cody Lewis,Brett Vega,2022-11-29,2023-03-14,4030295445,49985
16651,61964,11,20617,2023-02-04,2023-06-13,Close,Kevin Gonzalez,Ashley Ibarra,2022-01-09,2021-10-20,6514853086,49990
16652,14032,4,26342,2022-11-09,2023-03-24,Close,Jeffrey Williams,Jennifer Sullivan,2020-06-18,2020-10-28,3359186635,49992
16653,7503,6,20959,2019-12-06,,Open,Stacy Becker,Michael Howard,2020-03-09,2020-11-17,2842100794,49997
16654,6406,5,11129,2018-08-30,2020-05-10,Close,Brittney Stuart,Jennifer Johnson,2022-06-02,2022-06-11,7892790302,50000
16655,2238,16,27018,2020-02-19,,Open,Amber Combs,Tammy Morales,2018-02-22,2020-11-30,57624298,50002
16656,79615,17,18848,2021-05-30,2022-02-15,Close,Jonathan Beltran,Michael Marshall,2021-11-06,2021-04-05,9287050777,50005
16657,6273,7,25495,2018-01-28,2019-04-29,Close,Maria Martin,Kimberly Gomez,2022-03-18,2021-02-23,7517003843,50007
16658,69480,6,22839,2023-06-01,2023-06-12,Close,Mark Mcneil,Timothy Riley,2021-07-16,2022-09-12,5615014034,50012
16659,3386,5,18322,2019-04-29,2020-05-27,Close,Elizabeth Trujillo,Jorge Jackson,2019-03-24,2021-09-19,9137552356,50013
16660,55418,2,25948,2018-01-28,,Open,James Hamilton,Stephanie Serrano,2019-12-16,2021-08-31,7074341066,50019
16661,78039,5,27365,2018-09-25,,Open,Desiree Ross,Teresa James,2018-02-27,2020-11-29,6135291453,50021
16662,83626,12,21145,2023-02-05,,Open,Bradley Randolph,Jill Wolfe,2018-03-17,2022-04-17,9158099435,50023
16663,36873,12,24891,2018-08-21,2020-02-20,Close,Mark Gill,Tammy Valencia,2020-08-19,2022-04-26,7503407252,50025
16664,98012,16,10689,2022-09-04,2023-01-18,Close,Lauren Hall,Michael Cruz,2019-01-17,2021-03-26,1454718667,50030
16665,44632,1,26261,2018-10-04,,Open,Jesse Mcmahon,John Houston,2022-02-21,2022-10-03,8609209330,50032
16666,90578,4,23486,2020-10-31,,Open,John Gonzales,Barry Mitchell,2020-03-04,2023-01-15,8690351018,50035
16667,43772,4,19294,2021-08-12,,Open,Michael Guerra,Sharon Lawrence,2022-12-28,2023-02-01,9414358386,50043
16668,99123,6,783,2023-03-03,2023-05-03,Close,Alexander Haley,Thomas Davis,2020-10-14,2022-02-12,4772118568,50047
16669,14837,4,2168,2019-11-13,,Open,Robin Holder,Kevin Mcdonald,2018-04-20,2022-09-21,7720444123,50048
16670,66947,3,7070,2022-08-25,,Open,Jessica Gibson,Amy Harris,2019-08-18,2020-11-21,5804071739,50053
16671,55508,15,16274,2019-02-09,,Open,Mr. Daniel Hunt,Anthony Moyer,2018-04-05,2021-12-29,2907406731,50057
16672,94533,5,21906,2023-02-05,,Open,Jason Osborn,Karen Cole,2018-10-17,2023-03-22,7684813567,50061
16673,18012,5,26420,2022-08-15,2022-09-21,Close,Barbara Hall,Amber Mcpherson,2022-05-05,2021-03-10,9672997136,50065
16674,49363,3,9485,2021-08-19,,Open,Kara Riley,Michael Lee,2022-02-19,2023-05-31,3642549219,50071
16675,23288,17,24923,2021-11-22,,Open,Lisa Diaz,Maria Collins,2019-05-19,2022-02-26,1344626817,50073
16676,63976,9,21588,2022-04-29,2022-11-19,Close,Emily Johnson,Jason Brewer,2021-10-26,2021-07-27,7760805938,50076
16677,64448,11,7798,2019-07-13,2023-03-06,Close,Margaret Burch,Joshua Singh,2021-09-20,2021-07-20,8320619700,50082
16678,55817,8,1647,2019-07-19,,Open,Beth Williams,Shelia Gonzalez,2022-10-23,2021-07-13,860451864,50087
16679,91624,14,6283,2018-05-14,2020-06-03,Close,Mariah Simpson,Sabrina Johnston,2018-08-21,2022-08-12,2729186746,50089
16680,88232,9,19930,2018-01-18,,Open,Judith Wilson,Michael Rosales,2021-03-31,2023-06-15,9009993622,50090
16681,60064,1,24025,2020-05-10,,Open,Aaron Bass,Melissa Riley,2020-07-07,2021-06-26,2988617653,50094
16682,9579,5,14608,2019-04-22,2019-07-03,Close,Russell Quinn,Tyler Davis,2018-09-24,2021-05-02,2643671060,50100
16683,29359,15,8012,2020-05-26,2022-01-12,Close,Samantha Smith,Patricia Singh,2021-10-25,2021-07-14,8225991723,50101
16684,48010,2,16327,2021-03-26,2021-12-09,Close,Michelle Love,Bruce Edwards,2022-06-12,2021-11-30,6579326953,50102
16685,74755,6,4135,2022-12-25,,Open,Robert Cohen,Keith Welch,2022-06-26,2022-07-26,3582077804,50103
16686,20095,14,7405,2020-07-10,,Open,Lisa Ward,Ashley Bond,2019-11-26,2023-05-08,3569200998,50104
16687,36511,11,24424,2019-11-07,2021-02-10,Close,Jordan Underwood,Joshua Jones,2019-02-22,2021-05-18,9137189475,50107
16688,55194,10,29249,2019-11-09,,Open,Kevin Evans,Michaela Haynes,2019-02-14,2021-07-19,1615133320,50108
16689,5845,3,8448,2021-01-11,2021-09-24,Close,Bobby Arnold,Patrick Ruiz,2019-04-23,2023-01-27,1381666689,50111
16690,96684,14,24440,2021-08-29,,Open,Misty Beck,Melissa Blanchard,2018-09-22,2021-01-14,1611109740,50114
16691,15680,14,25672,2022-11-10,,Open,Tracy Richardson,Sherry Ruiz,2021-06-18,2022-06-28,684325454,50117
16692,8831,7,8774,2018-11-29,2021-02-17,Close,Sarah Ellis,Christian Macias,2021-11-20,2021-04-24,9839459942,50125
16693,67323,10,29946,2018-07-07,2021-08-14,Close,George Lang,Jacqueline Phillips,2021-03-03,2021-01-12,16808772,50127
16694,79738,15,13609,2018-01-19,2020-12-20,Close,Victoria Black,Mary Higgins,2022-01-23,2021-09-30,2423287762,50131
16695,19143,13,2400,2020-03-22,2023-05-24,Close,Andrew Johnson,Brenda Thomas,2020-06-22,2020-12-31,5330402438,50132
16696,69215,16,5128,2023-04-10,,Open,Tara Ortega,Samantha Michael,2022-01-21,2021-07-14,1892213095,50134
16697,36194,16,20639,2022-03-20,,Open,Christopher Williams,Michael Zavala,2018-12-24,2021-03-14,7589865024,50135
16698,30212,18,18441,2020-11-08,2021-12-09,Close,Nicholas Reed,Maria Castillo,2018-02-16,2021-12-18,789297596,50137
16699,92390,10,978,2020-09-27,2021-03-04,Close,Angela Walsh,Brandy Wong,2023-06-05,2022-01-04,8814345680,50138
16700,70601,1,26786,2020-08-24,,Open,Veronica Crane,Daniel Garcia,2019-08-08,2020-10-24,5262787269,50140
16701,44413,12,29752,2019-02-27,2022-09-08,Close,Matthew Gray,Devon Patterson,2019-07-19,2022-10-13,9466462826,50141
16702,44825,13,4011,2020-02-02,,Open,Jimmy Cox,Robert Strong II,2018-06-20,2022-06-27,2855464800,50144
16703,61306,1,9921,2020-05-27,,Open,Michael Wright,Patrick Clark,2021-02-10,2022-02-25,6514772239,50146
16704,87816,13,25683,2020-01-19,2021-05-01,Close,Nicole Ford,Tyler Walker DVM,2018-05-04,2022-12-30,7714915641,50147
16705,72841,2,13030,2018-08-10,2019-10-21,Close,Craig Johnson,Robert Mays,2020-05-07,2022-07-17,1882983171,50150
16706,60205,8,28566,2022-06-06,,Open,Duane Bryan,Cynthia Nguyen,2023-05-23,2023-03-02,7964098252,50152
16707,9592,14,12208,2020-03-17,,Open,Mario Nelson,William Jackson,2018-02-12,2022-01-19,1077631383,50153
16708,21902,18,15333,2021-02-09,,Open,Brandy Smith,William Garcia,2018-09-07,2022-10-26,4856931888,50154
16709,66233,1,25212,2021-06-13,2021-09-04,Close,David Walker,Whitney Hughes,2022-03-08,2022-05-13,9856843881,50156
16710,56267,12,13923,2018-02-17,,Open,Eugene Jones,Tammie Sherman,2018-02-15,2021-04-14,3498256691,50157
16711,25808,18,9332,2023-01-14,,Open,Phillip Lee,Christine Jackson,2019-05-06,2022-01-28,8461955797,50159
16712,78378,4,6373,2019-03-30,,Open,Sharon Adams,Katherine Johnston,2019-05-27,2023-06-09,477081876,50160
16713,27632,7,11781,2020-09-15,,Open,Nicole Brown,Jason Martinez,2020-05-23,2020-12-02,2931387340,50161
16714,32665,7,27058,2019-04-24,2021-02-27,Close,Ana Stewart,Pamela Webb,2020-09-05,2021-10-25,7181601878,50165
16715,88174,18,23265,2022-02-25,,Open,Jennifer Diaz,Alan Moyer IV,2019-05-16,2023-04-08,2687411823,50168
16716,8151,7,19966,2018-03-05,,Open,Christian Nixon,Diana Stout,2020-10-08,2023-03-17,4968421038,50172
16717,54800,1,11002,2023-03-12,2023-04-14,Close,Michelle Figueroa,Priscilla Nash MD,2019-11-16,2020-11-08,7669191765,50174
16718,38543,1,24203,2021-10-29,2022-09-12,Close,Nicole Boyd,Doris King,2021-08-21,2022-12-29,8317915242,50185
16719,46042,7,12872,2023-01-05,,Open,Kevin Mcdonald,Linda Cook,2019-02-22,2021-01-06,1890250756,50187
16720,4310,3,887,2018-05-24,,Open,Angela Carter,Krystal Diaz,2022-11-04,2022-08-15,2426600334,50192
16721,99795,9,26639,2020-12-30,2021-06-24,Close,Jennifer Cabrera,Rhonda Freeman,2018-03-27,2022-10-24,3539699977,50195
16722,64389,2,3223,2018-10-16,,Open,Drew Wood,Jason Hunt,2018-10-04,2021-02-22,4414380564,50197
16723,53777,16,27619,2021-12-09,2022-12-15,Close,Nicholas Barnes,Jeffrey Davis,2019-07-21,2023-02-22,29686690,50201
16724,92631,11,6549,2021-04-14,2022-06-27,Close,Raymond Patel,Anthony Rodriguez,2022-02-10,2022-06-11,9385436320,50203
16725,41086,16,1697,2022-05-09,2022-11-30,Close,Stephanie Hall,David Nolan,2021-11-22,2022-12-03,6272593380,50207
16726,66020,2,508,2018-07-02,,Open,Sonia Pearson,Angela Waters,2019-08-06,2023-02-26,4757193721,50210
16727,95760,16,10441,2019-10-04,,Open,Melissa Boone,Amy Stone,2021-04-10,2022-04-04,7486064732,50213
16728,2299,13,601,2019-05-30,,Open,Stephanie Gibson,Kristen Vance,2023-02-11,2022-01-14,9066364719,50216
16729,28212,3,23175,2019-01-16,,Open,Robert Wright,Patricia Noble,2019-02-26,2022-11-23,5551772036,50217
16730,90472,14,2475,2022-05-12,2022-11-28,Close,Theodore Nguyen,Randy Douglas,2023-02-13,2021-08-18,8509308152,50218
16731,15045,18,3554,2020-07-16,,Open,Becky Martin,Shannon Taylor,2018-05-02,2023-03-02,7914656294,50222
16732,58674,12,19000,2019-10-16,,Open,Randall Reyes PhD,Crystal House,2020-01-30,2020-12-15,4375152409,50225
16733,66681,16,14639,2021-07-28,,Open,Anthony Wang,Bobby Wells,2020-02-19,2022-09-19,1325950151,50226
16734,95472,2,4392,2018-03-09,,Open,Jennifer Horne,Michelle Wade,2017-12-30,2022-04-23,9320479043,50233
16735,41711,17,7884,2022-10-24,2022-10-31,Close,Christopher Williams,Kelly Moore,2023-03-01,2020-12-07,3702688236,50234
16736,55386,4,18762,2018-07-27,2021-08-14,Close,Nathan Smith,Veronica Rich,2022-06-17,2021-05-08,4051499240,50235
16737,54323,6,23925,2022-04-29,,Open,Phillip Harrell,Richard Garrett,2021-05-14,2022-01-21,196296535,50236
16738,68528,10,25463,2020-06-17,,Open,Juan White,Jennifer Duran,2020-10-30,2020-11-25,5193433488,50237
16739,7507,7,1174,2021-12-21,2021-12-22,Close,Jennifer Carter,Mason Braun,2022-08-29,2022-11-17,2076572468,50239
16740,96662,11,23142,2022-07-20,2022-11-21,Close,Kim Underwood,Marvin Cook,2018-05-09,2022-05-19,3849709226,50242
16741,57349,5,7080,2018-08-29,2020-06-20,Close,Jeffrey Lopez,Melissa Brown,2018-02-02,2021-01-24,7963190630,50243
16742,32019,1,3340,2020-09-03,2023-03-04,Close,Melissa Robinson,Trevor Long,2021-12-10,2022-12-23,9184190900,50245
16743,77939,10,24045,2022-12-17,2023-02-13,Close,Daniel Willis,James Peterson,2022-04-26,2021-03-04,3487765852,50246
16744,73222,10,6360,2022-09-16,2023-02-19,Close,Jose Pena,Kimberly Johnston,2021-02-26,2021-06-15,6476665938,50249
16745,31871,14,4162,2018-05-14,,Open,Brian Aguilar,Terrance Osborn,2023-04-09,2021-09-17,5099440044,50253
16746,95573,7,2323,2018-09-19,,Open,Kristen Jacobs,Anthony Carr,2023-05-28,2023-02-24,7554811318,50257
16747,5447,17,12097,2021-02-20,,Open,John Phillips,Paul Jackson,2022-01-22,2022-07-10,2985245590,50259
16748,46137,8,15892,2018-05-04,2019-09-19,Close,Joshua Cuevas,Leroy Moore,2022-05-05,2023-04-02,496503844,50261
16749,24296,18,16220,2020-09-08,2023-06-02,Close,Michael Ballard,Carl Fuentes Jr.,2018-11-15,2022-06-12,9397606383,50265
16750,686,14,27186,2023-03-01,,Open,Shelley Robinson,Megan Ware,2019-11-14,2020-12-08,4359499564,50266
16751,92020,4,29166,2018-10-30,,Open,Jocelyn Cook,Karen Hayes,2018-04-02,2020-11-25,2676966191,50273
16752,60770,10,27760,2022-12-31,2023-03-24,Close,Brittany Krueger,Caleb Armstrong,2018-05-24,2020-10-10,9397818935,50274
16753,90350,18,11333,2018-07-08,,Open,Craig Carpenter,Dana Schultz,2022-04-23,2020-12-09,4898762738,50277
16754,97305,14,7436,2023-06-03,2023-06-10,Close,Mr. Rodney Jacobs,Elizabeth Nelson,2021-12-07,2021-02-23,7439063517,50278
16755,26779,9,21273,2021-08-22,2023-05-17,Close,Eric Green,Amanda Andrade,2019-06-12,2023-05-03,344607988,50279
16756,18835,8,19512,2022-09-09,,Open,Jennifer Lozano,Gregory Nichols,2020-09-02,2023-03-03,1085708641,50283
16757,92775,5,8048,2019-12-02,,Open,Sean Cobb,Barbara Stewart,2018-02-19,2020-10-04,4587517656,50285
16758,1515,8,24785,2023-04-20,2023-06-17,Close,Norma Mckee,Pamela Hudson,2018-06-09,2022-02-14,4106758112,50291
16759,18386,15,3871,2023-01-07,,Open,Jeffrey Phillips,Jessica Cox,2022-10-11,2021-09-17,7035292085,50295
16760,49299,8,12063,2019-06-08,,Open,Thomas Adams,Laura Steele,2021-03-27,2022-12-24,2212306931,50297
16761,83431,5,10019,2018-08-14,2020-05-11,Close,Steven Barrett,Jesse Williams,2022-02-17,2022-09-14,9487268844,50298
16762,15836,14,14454,2021-10-29,,Open,Dr. Andrew Bruce MD,Robert Gilmore,2020-10-05,2021-04-11,8825778606,50299
16763,93697,10,3994,2018-12-27,,Open,Alyssa Sloan,Derek Clark,2019-06-30,2022-07-31,8169556181,50303
16764,75895,14,18348,2020-10-29,,Open,Greg Frazier,Steven Short,2021-04-18,2020-10-18,5476906681,50305
16765,11102,17,29409,2020-06-27,2023-02-20,Close,Kyle Lamb,Linda Holland,2022-08-29,2023-02-09,6527296292,50311
16766,39303,9,8994,2018-12-16,,Open,William Foley,Melanie Cervantes,2021-11-18,2023-04-04,128747228,50314
16767,44431,4,17516,2021-12-16,,Open,Tracie Phillips,Kathryn Bryan,2019-05-26,2021-09-28,7381383438,50315
16768,88827,9,25181,2018-11-09,2021-10-11,Close,Megan Rose,Blake Young,2021-10-23,2022-11-26,9786672633,50321
16769,3374,4,9831,2022-07-18,2023-02-24,Close,Leah Holmes,Christopher Franklin,2021-11-22,2021-04-27,4348648269,50323
16770,69909,16,3237,2022-05-01,,Open,Robert Preston,Chad Liu,2020-04-10,2021-07-03,6124718030,50324
16771,61543,1,25386,2021-08-11,,Open,Jonathan Norris,Stacy Simmons,2023-05-30,2021-10-28,7363900904,50326
16772,90221,1,24035,2018-08-03,2021-01-04,Close,Michelle Ashley MD,Dennis Allen,2020-08-27,2020-11-03,8538011675,50332
16773,14835,13,13206,2020-06-27,2021-06-08,Close,Gregory Ayers,Jamie Johnston,2018-07-02,2021-04-11,9061373926,50337
16774,78072,2,16039,2019-08-28,2020-05-25,Close,Kim Cohen,John Jordan,2018-01-04,2021-02-19,7393658849,50339
16775,40911,3,1203,2019-12-12,2021-04-13,Close,Colin Mendoza,Hannah Mcmahon,2022-08-21,2023-06-12,1885131064,50341
16776,334,4,16014,2018-07-05,,Open,Willie Lowe,Martha Anderson,2022-12-13,2022-11-04,2306133284,50346
16777,16705,4,5345,2021-07-24,2022-03-25,Close,Kenneth Mcdaniel,Courtney Melton,2022-07-01,2020-12-08,3849622671,50347
16778,41475,5,20514,2017-12-31,2022-12-18,Close,Keith Watson,Christopher Steele,2019-03-07,2022-03-15,2680542438,50349
16779,76381,10,13213,2019-08-28,,Open,Gregory Campos,Taylor Perry,2018-02-05,2022-09-13,6756640814,50350
16780,93747,7,12659,2020-05-26,,Open,Taylor Kramer,Barbara Roberts,2021-07-23,2021-08-21,680935873,50351
16781,33819,18,7967,2020-10-14,,Open,David Ruiz,Matthew Stewart,2020-08-22,2022-02-23,9390739262,50352
16782,45303,1,26032,2020-01-11,2022-08-29,Close,Victoria Odonnell,Don Martinez,2021-09-29,2021-07-30,951508688,50355
16783,35506,4,13695,2018-04-19,,Open,Robin Thomas,Anthony Duncan,2020-05-13,2022-10-15,1960993835,50358
16784,28706,17,12963,2020-07-07,2023-01-22,Close,Brian Smith,Keith Kirk,2021-05-03,2022-12-18,9847710722,50359
16785,51609,7,14902,2019-02-18,2022-09-06,Close,Matthew Camacho,Lisa Green,2020-09-12,2021-05-17,4387313616,50360
16786,86147,9,9618,2019-02-19,2022-10-28,Close,Stephanie Smith,Michael Reeves,2022-04-04,2021-09-10,2209675762,50365
16787,66550,8,1842,2019-06-13,,Open,George Ellis,Vincent Fox,2019-04-16,2021-07-11,6023152083,50367
16788,22665,7,29968,2018-10-22,,Open,Johnny Peck,Erin Pittman,2020-02-13,2021-05-22,8866025427,50372
16789,35431,11,10518,2020-10-29,,Open,Brett Lee,Donald Wilson,2018-07-19,2022-12-31,3877313903,50373
16790,19835,10,19076,2023-01-17,,Open,Katherine Gonzales,Cynthia Arroyo,2021-08-15,2021-06-25,7301885596,50376
16791,89375,14,24491,2021-01-22,,Open,Tiffany Vazquez,Amy Cruz,2018-11-19,2022-09-14,9069700311,50378
16792,41561,11,4895,2020-08-26,2021-11-11,Close,Andrew Vargas,Ann Brown,2022-10-25,2020-12-13,6491246737,50385
16793,59351,6,8514,2020-05-21,,Open,Angela Chen,Timothy Austin,2020-07-22,2022-12-04,5064241001,50387
16794,42303,3,27826,2021-12-08,,Open,Audrey Harding,Jason Rodriguez,2021-05-30,2022-03-08,2572377120,50388
16795,55002,11,1696,2018-05-05,,Open,Michael Alvarez,Lisa Jones,2018-06-30,2022-04-20,8578910983,50397
16796,44949,12,12271,2018-09-11,,Open,James Murray,Mary Nguyen,2018-11-12,2021-11-20,1033612859,50398
16797,74340,4,21056,2022-08-21,2023-04-12,Close,Lori Mckinney,Michael Chavez,2018-02-16,2021-04-14,8020316716,50400
16798,80144,3,7872,2021-12-13,2022-08-19,Close,Paul Haas,Kevin Powers,2020-03-20,2022-12-12,2582825831,50401
16799,93253,18,6850,2018-09-20,,Open,Mr. Ricardo Quinn,Shannon Rodriguez,2020-02-09,2023-05-25,7662756322,50402
16800,62840,10,21382,2020-04-01,,Open,Elizabeth Roberts,Jamie Patton,2019-07-13,2023-02-15,1851000365,50405
16801,47187,17,2667,2018-07-12,2020-08-14,Close,Briana Joyce,Joshua Rosario,2021-10-22,2021-11-06,4581648003,50408
16802,67858,1,13791,2023-01-19,2023-02-08,Close,Tara Rangel,Joseph Rivera,2018-05-03,2022-12-08,953045560,50413
16803,17757,7,7199,2018-09-01,,Open,Susan Ferguson,Joanne English,2018-01-23,2023-05-27,748233277,50418
16804,28791,15,2000,2022-04-26,2023-03-07,Close,Matthew York,Katelyn Anderson,2022-10-14,2021-04-02,7289240196,50422
16805,70416,10,26014,2022-06-11,2022-11-16,Close,Robert Wall,Susan Butler,2019-12-08,2023-05-15,3080006221,50424
16806,58661,10,23445,2019-07-31,,Open,Marissa Mccarthy,Danny Chapman,2021-10-30,2022-10-10,3378094220,50426
16807,34889,13,18844,2022-10-02,,Open,Michael Johnson,Michelle Carpenter,2018-02-26,2023-05-15,317236775,50429
16808,84122,1,6522,2021-04-19,2022-05-14,Close,Tonya Brady,James Hughes,2020-04-16,2022-10-20,2408801946,50430
16809,82341,12,3268,2023-06-10,,Open,Brittany Fernandez,Rebecca Johnson,2021-02-04,2022-10-01,6332675755,50434
16810,68801,18,15778,2022-12-10,2023-03-26,Close,Matthew Davis,Elizabeth Freeman,2019-01-05,2022-10-08,5448730482,50436
16811,2544,13,29911,2022-03-28,2023-01-01,Close,Marcus Mack,Tasha Bonilla,2022-10-26,2021-02-17,995817710,50438
16812,10441,10,982,2020-11-14,,Open,Gary Shaw,Jody Conway,2019-12-06,2023-01-09,9044595062,50439
16813,32135,4,28866,2018-01-29,,Open,Brenda Christensen,Kimberly Yates,2019-05-14,2020-11-23,9548035350,50441
16814,52516,15,18903,2020-04-01,2022-12-17,Close,Jonathan Lopez,Jessica Potts,2021-10-23,2022-05-24,4247735655,50447
16815,15681,10,1963,2021-10-14,2022-06-19,Close,Mr. Ralph Moore,Willie Martinez,2021-05-31,2022-01-27,6659036222,50449
16816,12235,12,11212,2019-10-08,,Open,Victoria Andrews,Emily Sanders,2021-11-28,2021-07-22,2513020020,50450
16817,50793,15,9966,2023-03-19,,Open,John Bell,Michael Adams,2020-07-01,2021-01-04,2768082091,50452
16818,72010,6,7709,2019-09-29,,Open,Scott Maxwell,Charles West,2018-10-01,2022-12-27,4160288283,50456
16819,15487,5,28061,2023-01-03,,Open,Michael Giles,Audrey Best,2019-02-09,2021-06-19,6687295506,50461
16820,68945,17,4824,2022-10-23,2023-02-25,Close,Gabriel Cline,Kathleen Arias,2019-06-09,2020-11-19,6373443292,50464
16821,14393,4,11933,2019-09-13,2019-10-19,Close,Rachel Ramos,Lisa Webb,2021-07-21,2021-05-09,5668988230,50466
16822,23948,17,15176,2020-04-10,2020-04-17,Close,Douglas Kim,Derrick Johnson,2023-04-16,2021-10-04,8475889071,50468
16823,68069,10,12940,2022-03-30,2022-12-27,Close,Jerry Salazar,Michael Sanchez,2022-10-13,2021-08-19,5207736207,50476
