Customer ID,Date_col,Location,Customers,Units,Balance,Loan Applications,Overtime Hours,Overtime in Dollars,Turn Over Rate,Employee Name,Product Type,Revenue,Credit Card Decision Status,Credit Card Type,Deposit Account Status,Account Number
350,1/5/2023,Alaska,Deirdre Faulkner,4872,1295331,5,17,884,0,Talon Harris,ED Loan,33237090,Declined,Consumer,Non-Interest Bearing,70330345
351,4/1/2023,Louisiana,Indigo Salinas,6838,7230041,1,15,1079,4,Talon Harris,ED Loan,49545809,Withdrawn,Consumer,Non-Interest Bearing,91093297
352,7/28/2022,Colorado,Rachel Dennis,7883,1438066,0,3,1236,3,Talon Harris,ED Loan,49988796,Approved,Consumer,Non-Interest Bearing,62530095
353,10/14/2022,Alabama,Audrey Vasquez,3367,1629156,1,3,686,2,Talon Harris,ED Loan,44603516,Declined,Consumer,Non-Interest Bearing,93398863
354,8/17/2023,Ohio,Rahim Lott,7732,1789425,5,20,1168,8,Talon Harris,ED Loan,18886912,Withdrawn,Consumer,Non-Interest Bearing,62803882
355,5/30/2023,Kansas,Jael Steele,2944,3082148,3,5,405,5,Talon Harris,ED Loan,82624942,Approved,Consumer,Non-Interest Bearing,92579530
356,4/28/2022,Missouri,Galena Mathis,3314,5989163,4,16,805,3,Talon Harris,ED Loan,32639896,Declined,Consumer,Non-Interest Bearing,56886209
357,11/27/2022,Missouri,Georgia Conner,6713,8824468,2,22,114,8,Talon Harris,ED Loan,40190768,Withdrawn,Consumer,Non-Interest Bearing,84967660
358,2/15/2022,Washington,Neve Sweeney,3254,8775760,4,3,783,7,Talon Harris,ED Loan,16294143,Approved,Consumer,Non-Interest Bearing,67048576
359,6/18/2022,Arizona,Lenore Hoffman,2853,4564580,2,10,360,8,Talon Harris,ED Loan,80751111,Declined,Consumer,Non-Interest Bearing,93935299
360,2/5/2023,Florida,Elmo Perez,5475,3029997,2,7,1379,7,Talon Harris,ED Loan,42885502,Withdrawn,Consumer,Non-Interest Bearing,82040642
361,1/11/2022,Mississippi,Lucian Stokes,8518,3641511,2,15,346,1,Talon Harris,ED Loan,62920197,Approved,Consumer,Non-Interest Bearing,74626953
362,9/16/2022,Kentucky,Fleur Fletcher,7638,8070814,3,16,664,0,Talon Harris,ED Loan,19804442,Declined,Consumer,Non-Interest Bearing,63413014
363,12/26/2021,Arizona,Dustin Hutchinson,9377,6310914,1,2,193,3,Talon Harris,ED Loan,33346851,Withdrawn,Consumer,Non-Interest Bearing,97433491
364,4/27/2023,Virginia,Ginger Hatfield,4541,6539765,2,1,822,7,Talon Harris,ED Loan,13769307,Approved,Consumer,Non-Interest Bearing,81926246
365,1/4/2023,Louisiana,Dante Osborn,5366,9135336,1,6,551,1,Talon Harris,ED Loan,63423455,Declined,Consumer,Non-Interest Bearing,88585555
366,4/9/2023,Vermont,Silas Franks,1508,1411141,1,3,1164,1,Talon Harris,ED Loan,18427480,Withdrawn,Consumer,Non-Interest Bearing,92066296
367,1/7/2023,Connecticut,Edward Shields,8177,6438902,1,8,631,8,Talon Harris,ED Loan,38868949,Approved,Consumer,Non-Interest Bearing,83418813
368,4/24/2022,Vermont,Lawrence Walton,6969,4754645,4,12,1260,2,Talon Harris,ED Loan,14925177,Declined,Consumer,Non-Interest Bearing,70303292
369,3/15/2023,Arizona,Jonas Casey,3564,2231541,3,10,1485,5,Talon Harris,ED Loan,59424755,Withdrawn,Consumer,Non-Interest Bearing,80766490
370,3/3/2022,Georgia,Orson Carson,4428,8195901,3,14,929,4,Talon Harris,ED Loan,1483928,Approved,Consumer,Non-Interest Bearing,77080117
371,4/20/2023,Louisiana,Nerea Castillo,2967,6401392,2,17,769,1,Talon Harris,ED Loan,41698139,Declined,Consumer,Non-Interest Bearing,67450762
372,8/11/2022,Utah,Lael Bennett,3164,6928792,0,0,1325,6,Talon Harris,ED Loan,81124564,Withdrawn,Consumer,Non-Interest Bearing,77377102
373,2/10/2023,Connecticut,Kimberley Richard,3272,5568494,2,17,1485,7,Talon Harris,ED Loan,22216481,Approved,Consumer,Non-Interest Bearing,76883027
374,5/17/2022,Tennessee,Herman Puckett,3860,6251521,0,10,1009,6,Talon Harris,ED Loan,83239112,Declined,Consumer,Non-Interest Bearing,87088570
375,3/14/2022,Hawaii,Dylan Sandoval,6725,4450824,1,11,1388,1,Talon Harris,ED Loan,16153710,Withdrawn,Consumer,Non-Interest Bearing,63902262
376,8/11/2023,Hawaii,Yuli Harrell,6446,8289573,0,8,473,1,Talon Harris,ED Loan,48192508,Approved,Consumer,Non-Interest Bearing,65107661
377,3/29/2023,Indiana,Alexandra Rodriquez,3212,9460651,3,4,889,5,Talon Harris,ED Loan,15432187,Declined,Consumer,Non-Interest Bearing,76160427
378,2/4/2023,Hawaii,Sybill Giles,2673,4574595,0,18,70,4,Talon Harris,ED Loan,30453112,Withdrawn,Consumer,Non-Interest Bearing,89175189
379,4/25/2023,Massachusetts,Sean Sampson,1990,2095317,0,8,791,2,Talon Harris,ED Loan,85337596,Approved,Consumer,Non-Interest Bearing,94897247
380,11/15/2022,California,Blythe Le,5420,5146694,1,17,1171,7,Talon Harris,ED Loan,82337363,Declined,Consumer,Non-Interest Bearing,85110692
381,1/13/2022,Delaware,Amy Henson,7620,8826513,0,13,223,7,Talon Harris,ED Loan,4342739,Withdrawn,Consumer,Non-Interest Bearing,71367904
382,4/20/2023,Alabama,Barrett Dawson,9098,3319281,0,20,693,2,Talon Harris,ED Loan,69444854,Approved,Consumer,Non-Interest Bearing,62795540
383,5/2/2023,Hawaii,Libby Monroe,3239,8147192,5,14,102,8,Talon Harris,ED Loan,22908218,Declined,Consumer,Non-Interest Bearing,63277686
384,4/14/2022,Montana,Barclay Armstrong,5276,2429185,2,10,774,3,Talon Harris,ED Loan,25941718,Withdrawn,Consumer,Non-Interest Bearing,84809018
385,1/23/2023,Maryland,Flavia Hanson,9398,4870150,2,7,769,3,Talon Harris,ED Loan,86941244,Approved,Consumer,Non-Interest Bearing,86970597
386,5/16/2022,Delaware,Reagan Dunlap,6896,6775848,0,1,93,3,Talon Harris,ED Loan,57226643,Declined,Consumer,Non-Interest Bearing,58202717
387,2/23/2023,Vermont,Colin Gibson,5556,5748616,0,23,264,7,Talon Harris,ED Loan,35267795,Withdrawn,Consumer,Non-Interest Bearing,77387730
388,3/6/2023,Vermont,Colorado Wilson,3895,2840675,2,16,79,3,Talon Harris,ED Loan,6054252,Approved,Consumer,Non-Interest Bearing,81497081
389,1/28/2023,Arizona,Desiree Christian,7482,5817148,3,19,1024,2,Talon Harris,ED Loan,48161256,Declined,Consumer,Non-Interest Bearing,77471266
390,8/22/2022,Nevada,Hamish Hanson,6220,5118668,3,12,1228,7,Talon Harris,ED Loan,23513820,Withdrawn,Consumer,Non-Interest Bearing,59438654
391,6/20/2022,Tennessee,Briar Howell,5328,2414088,1,10,360,3,Talon Harris,ED Loan,35265209,Approved,Consumer,Non-Interest Bearing,91760451
392,1/9/2022,Nevada,Ahmed Walton,3239,6754222,1,5,811,7,Talon Harris,ED Loan,64800877,Declined,Consumer,Non-Interest Bearing,65803592
393,7/6/2022,Arizona,Stacy Webb,6304,3130568,4,5,342,7,Talon Harris,ED Loan,46809454,Withdrawn,Consumer,Non-Interest Bearing,68370090
394,4/13/2023,Hawaii,Elijah Stout,5174,6499346,1,15,95,5,Talon Harris,ED Loan,1255498,Approved,Consumer,Non-Interest Bearing,65358292
395,12/18/2021,Missouri,Rhiannon Holt,8417,1797368,2,9,716,6,Talon Harris,ED Loan,60410534,Declined,Consumer,Non-Interest Bearing,67876659
396,3/22/2022,Mississippi,Clementine Atkins,4365,5038084,3,23,1484,1,Talon Harris,ED Loan,11603762,Withdrawn,Consumer,Non-Interest Bearing,59517652
397,4/29/2023,Missouri,Mohammad Castro,1820,2492554,2,9,485,3,Talon Harris,ED Loan,79808147,Approved,Consumer,Non-Interest Bearing,66222338
398,4/11/2023,Maryland,Rashad Stephens,8491,1450942,3,12,267,1,Talon Harris,ED Loan,13562552,Declined,Consumer,Non-Interest Bearing,75589028
399,10/15/2022,Nebraska,Alexa Hahn,8716,8144949,3,8,1280,0,Talon Harris,ED Loan,73454047,Withdrawn,Consumer,Non-Interest Bearing,81167582
400,7/11/2022,Florida,Porter Fry,2422,7654352,1,2,156,5,Talon Harris,ED Loan,78578857,Approved,Consumer,Non-Interest Bearing,78637736
401,8/20/2023,Washington,Melodie Dorsey,6773,4043407,5,14,446,1,Talon Harris,ED Loan,16933296,Declined,Consumer,Non-Interest Bearing,63279337
402,6/21/2023,Alaska,Kieran Cross,9224,1604320,4,9,95,2,Talon Harris,ED Loan,4547722,Withdrawn,Consumer,Non-Interest Bearing,76523480
403,3/31/2022,Maine,Kermit Powers,6308,8991308,2,2,1496,6,Talon Harris,ED Loan,2325620,Approved,Consumer,Non-Interest Bearing,66481818
404,3/19/2023,Florida,Warren Gay,4151,7013267,4,4,69,5,Talon Harris,ED Loan,23366546,Declined,Consumer,Non-Interest Bearing,77870864
405,5/12/2022,Hawaii,Ahmed Landry,7961,6520175,2,14,1418,3,Talon Harris,ED Loan,33718555,Withdrawn,Consumer,Non-Interest Bearing,86772647
406,3/16/2023,Texas,Bree Vega,3628,7714568,0,21,670,4,Talon Harris,ED Loan,56146904,Approved,Consumer,Non-Interest Bearing,62270623
407,10/26/2022,Wisconsin,Tatyana Moss,1862,8418431,1,3,501,4,Talon Harris,ED Loan,53326951,Declined,Consumer,Non-Interest Bearing,97933142
408,9/29/2022,Michigan,Colt Wilson,4329,8788689,4,16,1290,0,Talon Harris,ED Loan,42470002,Withdrawn,Consumer,Non-Interest Bearing,81815801
409,1/12/2023,Missouri,Alan Austin,8012,4091467,3,4,934,7,Talon Harris,ED Loan,83951413,Approved,Consumer,Non-Interest Bearing,89022379
410,5/23/2022,Tennessee,Alfreda Mays,3415,5739533,3,5,992,8,Talon Harris,ED Loan,73319719,Declined,Consumer,Non-Interest Bearing,62159544
411,5/6/2023,Alaska,Mollie Harrell,4775,4886517,4,21,482,6,Talon Harris,ED Loan,38878448,Withdrawn,Consumer,Non-Interest Bearing,59261144
412,8/19/2022,Alabama,Signe Sanford,2142,7204105,0,22,1426,0,Talon Harris,ED Loan,70299553,Approved,Consumer,Non-Interest Bearing,94171383
413,3/13/2022,Massachusetts,Axel Abbott,3197,3867033,4,23,554,5,Talon Harris,ED Loan,73124135,Declined,Consumer,Non-Interest Bearing,90952743
414,8/11/2022,Connecticut,Troy Sosa,7654,1533267,2,9,107,3,Talon Harris,ED Loan,50009467,Withdrawn,Consumer,Non-Interest Bearing,62580854
415,4/4/2022,Indiana,Todd Duncan,8917,8404270,3,22,804,5,Talon Harris,ED Loan,72391418,Approved,Consumer,Non-Interest Bearing,97008735
416,12/22/2022,Massachusetts,Honorato Sweeney,3026,9392380,1,9,859,6,Talon Harris,ED Loan,9674459,Declined,Consumer,Non-Interest Bearing,94739844
417,2/21/2022,Michigan,Garrison Guerra,6973,1944414,4,1,288,5,Talon Harris,ED Loan,81973435,Withdrawn,Consumer,Non-Interest Bearing,64052230
418,4/5/2022,Massachusetts,Savannah Cash,9196,7318585,0,17,545,6,Talon Harris,ED Loan,13754111,Approved,Consumer,Non-Interest Bearing,90867542
419,10/18/2022,Oregon,Duncan Giles,9295,7869596,3,5,73,6,Talon Harris,ED Loan,47597891,Declined,Consumer,Non-Interest Bearing,83204845
420,2/26/2022,Vermont,Harrison Holt,8714,2199156,5,6,1363,1,Talon Harris,ED Loan,41723164,Withdrawn,Consumer,Non-Interest Bearing,59788709
421,7/4/2023,Michigan,Jacob Edwards,7265,9418921,5,4,285,2,Talon Harris,ED Loan,34900070,Approved,Consumer,Non-Interest Bearing,92938717
422,11/28/2021,Georgia,Stacy Good,8788,3588227,4,13,1479,6,Talon Harris,ED Loan,17101617,Declined,Consumer,Non-Interest Bearing,59760621
423,12/14/2021,Texas,Breanna Shepard,7861,3132866,4,3,1314,6,Talon Harris,ED Loan,56920276,Withdrawn,Consumer,Non-Interest Bearing,65880815
424,9/5/2022,Oregon,Ima Mercer,2640,4168197,3,24,1454,7,Talon Harris,ED Loan,29445952,Approved,Consumer,Non-Interest Bearing,76048664
425,4/7/2023,Arkansas,Kiara Deleon,2666,7578690,5,12,57,5,Talon Harris,ED Loan,86460269,Declined,Consumer,Non-Interest Bearing,90313946
426,5/30/2022,Georgia,Bree Mason,6382,3037712,2,7,480,3,Talon Harris,ED Loan,2222861,Withdrawn,Consumer,Non-Interest Bearing,96323698
427,7/29/2023,Maryland,Xandra Mckinney,6356,5229591,3,19,141,7,Talon Harris,ED Loan,92965,Approved,Consumer,Non-Interest Bearing,66701835
428,1/1/2022,Maine,Erin Burns,3173,2320068,2,0,1401,1,Talon Harris,ED Loan,64007161,Declined,Consumer,Non-Interest Bearing,67527409
429,3/29/2023,Nevada,Yolanda Thornton,4639,8582296,4,0,765,6,Talon Harris,ED Loan,54570203,Withdrawn,Consumer,Non-Interest Bearing,61644088
430,11/23/2022,Minnesota,Wynne Poole,8098,5175833,0,18,392,7,Talon Harris,ED Loan,27281996,Approved,Consumer,Non-Interest Bearing,97946087
431,1/28/2022,Nevada,Marah House,2463,3251273,0,4,1343,3,Talon Harris,ED Loan,62617613,Declined,Consumer,Non-Interest Bearing,92063310
432,12/13/2021,Minnesota,Kadeem Hayes,2810,6950741,3,6,1135,5,Talon Harris,ED Loan,84465093,Withdrawn,Consumer,Non-Interest Bearing,64326719
433,7/12/2023,Florida,Eagan House,3243,4061021,3,15,229,4,Talon Harris,ED Loan,2219055,Approved,Consumer,Non-Interest Bearing,66390466
434,8/29/2022,Washington,Guy Stephens,7701,7088415,3,3,70,6,Talon Harris,ED Loan,26148105,Declined,Consumer,Non-Interest Bearing,94022029
435,1/27/2022,Georgia,Merrill Berg,8400,1758292,3,22,1292,1,Talon Harris,ED Loan,20951374,Withdrawn,Consumer,Non-Interest Bearing,73191607
436,12/18/2021,Wisconsin,Jesse Pacheco,4312,2731845,3,17,309,0,Talon Harris,ED Loan,4504276,Approved,Consumer,Non-Interest Bearing,96727416
437,9/17/2022,Nevada,Linda Rodriquez,8663,6161466,4,15,1498,8,Talon Harris,ED Loan,9865847,Declined,Consumer,Non-Interest Bearing,94760860
438,1/28/2023,Indiana,Cleo Myers,9046,6249453,5,21,721,5,Talon Harris,ED Loan,81611014,Withdrawn,Consumer,Non-Interest Bearing,70253157
439,8/4/2022,Louisiana,Ryder Spencer,1659,2723291,4,20,947,5,Talon Harris,ED Loan,25146130,Approved,Consumer,Non-Interest Bearing,80969785
440,1/28/2022,Kansas,Kennan Anthony,2204,3846516,3,7,1033,7,Talon Harris,ED Loan,80501606,Declined,Consumer,Non-Interest Bearing,71799684
441,3/24/2022,Oklahoma,Prescott Shannon,3848,5583388,0,17,104,4,Talon Harris,ED Loan,11478523,Withdrawn,Consumer,Non-Interest Bearing,78843585
442,5/21/2022,California,Plato Gilbert,9263,8334577,2,10,441,2,Talon Harris,ED Loan,56141475,Approved,Consumer,Non-Interest Bearing,98701166
443,12/17/2022,Maryland,Maisie Mcfadden,6435,7320367,2,11,1455,4,Talon Harris,ED Loan,3580009,Declined,Consumer,Non-Interest Bearing,69225481
444,2/23/2023,Pennsylvania,Diana Pope,1440,7815964,1,1,132,3,Talon Harris,ED Loan,17821052,Withdrawn,Consumer,Non-Interest Bearing,73802522
445,7/25/2022,California,Ella Ellis,2212,7413998,5,22,780,2,Talon Harris,ED Loan,7032056,Approved,Consumer,Non-Interest Bearing,68111665
446,4/22/2023,Oklahoma,Dai Combs,3796,6680139,4,3,548,6,Talon Harris,ED Loan,75109757,Declined,Consumer,Non-Interest Bearing,85864117
447,5/17/2022,Iowa,Sopoline Spence,2298,3691120,1,7,188,3,Talon Harris,ED Loan,6524916,Withdrawn,Consumer,Non-Interest Bearing,85493870
448,5/8/2022,Idaho,Wang Griffith,3704,6447395,3,18,1310,2,Talon Harris,ED Loan,32439723,Approved,Consumer,Non-Interest Bearing,96080644
449,3/16/2023,Ohio,Brendan Hawkins,3453,9211508,1,22,916,7,Talon Harris,ED Loan,85104143,Declined,Consumer,Non-Interest Bearing,83133608
450,7/6/2022,Minnesota,Teagan Hodges,5704,5942032,1,23,1270,1,Talon Harris,ED Loan,58982078,Withdrawn,Consumer,Non-Interest Bearing,68909228
451,4/12/2023,Arizona,Selma Welch,7138,1725994,2,13,1449,6,Talon Harris,ED Loan,78618471,Approved,Consumer,Non-Interest Bearing,82264448
452,2/6/2023,Kansas,Ina Mckinney,1633,7299935,1,5,528,0,Talon Harris,ED Loan,14695145,Declined,Consumer,Non-Interest Bearing,61405394
453,4/11/2023,Florida,Edan Moreno,3559,7002830,3,15,117,6,Talon Harris,ED Loan,36412369,Withdrawn,Consumer,Non-Interest Bearing,78558838
454,2/28/2022,Alabama,Lewis Sargent,6118,4984840,1,8,123,5,Talon Harris,ED Loan,32387662,Approved,Consumer,Non-Interest Bearing,95741114
455,12/28/2021,Oklahoma,Buffy Rojas,1310,8940755,2,9,1075,6,Talon Harris,ED Loan,59482225,Declined,Consumer,Non-Interest Bearing,66064831
456,3/22/2023,Colorado,Baker Wilder,7381,9157711,4,9,1350,5,Talon Harris,ED Loan,34888885,Withdrawn,Consumer,Non-Interest Bearing,90578781
457,12/21/2021,Kentucky,Regan Bright,4043,3238525,3,6,77,1,Talon Harris,ED Loan,44077899,Approved,Consumer,Non-Interest Bearing,61157146
458,5/24/2022,California,Hammett Cannon,5968,1985100,5,18,810,3,Talon Harris,ED Loan,6831997,Declined,Consumer,Non-Interest Bearing,96973010
459,4/7/2022,Hawaii,TaShya Sharp,8839,5423073,5,8,85,4,Talon Harris,ED Loan,55965246,Withdrawn,Consumer,Non-Interest Bearing,66978559
460,8/16/2022,Vermont,Jacob Levy,2778,8891469,5,22,1111,2,Talon Harris,ED Loan,84260354,Approved,Consumer,Non-Interest Bearing,77221155
461,12/25/2022,Michigan,Yasir Dyer,5214,8430231,1,16,1226,4,Talon Harris,ED Loan,19691486,Declined,Consumer,Non-Interest Bearing,91259175
462,10/16/2022,Michigan,Jamal Terry,9503,5601783,2,11,519,4,Talon Harris,ED Loan,76817122,Withdrawn,Consumer,Non-Interest Bearing,84642335
463,3/8/2022,Illinois,Elmo Foster,7047,3255773,3,8,247,6,Talon Harris,ED Loan,25495260,Approved,Consumer,Non-Interest Bearing,69451459
464,7/13/2022,Nevada,Sigourney Singleton,5308,4437578,2,22,1180,1,Talon Harris,ED Loan,20002956,Declined,Consumer,Non-Interest Bearing,81441510
465,11/6/2022,Florida,Fritz Mullins,7526,4731817,4,13,392,1,Talon Harris,ED Loan,21201022,Withdrawn,Consumer,Non-Interest Bearing,84413811
466,11/28/2021,Louisiana,Indigo Reyes,7981,8104689,1,19,271,8,Talon Harris,ED Loan,41929016,Approved,Consumer,Non-Interest Bearing,79780100
467,3/12/2022,Vermont,Raya Miller,5781,3882800,2,2,860,8,Talon Harris,ED Loan,79193490,Declined,Consumer,Non-Interest Bearing,93864075
468,4/23/2023,Wyoming,Donna Barlow,6223,5818948,4,11,732,0,Talon Harris,ED Loan,35196692,Withdrawn,Consumer,Non-Interest Bearing,91886413
469,12/13/2022,Maryland,Dustin Joseph,8238,3243037,1,10,949,3,Talon Harris,ED Loan,72689234,Approved,Consumer,Non-Interest Bearing,83108426
470,2/13/2022,Michigan,Ezra Washington,8585,5310663,4,2,1117,6,Talon Harris,ED Loan,59661788,Declined,Consumer,Non-Interest Bearing,80487671
471,7/17/2023,Utah,Macaulay May,5960,2052039,3,12,1300,0,Talon Harris,ED Loan,61624681,Withdrawn,Consumer,Non-Interest Bearing,65492760
472,7/19/2023,Tennessee,Leslie Turner,8615,7721547,2,10,384,7,Talon Harris,ED Loan,4111592,Approved,Consumer,Non-Interest Bearing,69757338
473,8/15/2022,Vermont,Dean Whitehead,1444,1356154,4,7,1224,1,Talon Harris,ED Loan,27174097,Declined,Consumer,Non-Interest Bearing,80936703
474,8/7/2022,Texas,Lance Crane,7843,2224941,3,13,567,3,Talon Harris,ED Loan,3178182,Withdrawn,Consumer,Non-Interest Bearing,71743499
475,9/19/2022,Nevada,Kasper Bauer,4014,5612785,3,16,989,6,Talon Harris,ED Loan,31297316,Approved,Consumer,Non-Interest Bearing,61400212
476,10/14/2022,Vermont,Perry Everett,9003,4626538,4,12,664,5,Talon Harris,ED Loan,69060762,Declined,Consumer,Non-Interest Bearing,82558609
477,11/29/2021,Pennsylvania,Burke Hendrix,7984,7644309,4,6,467,8,Talon Harris,ED Loan,34908678,Withdrawn,Consumer,Non-Interest Bearing,76578553
478,5/8/2023,Ohio,Cyrus Jacobs,5565,4434709,4,3,1035,0,Talon Harris,ED Loan,65425548,Approved,Consumer,Non-Interest Bearing,56794910
479,4/19/2023,Wisconsin,Oliver Branch,9489,9028606,0,21,873,2,Talon Harris,ED Loan,73727032,Declined,Consumer,Non-Interest Bearing,72438330
480,4/6/2023,California,Jael Roberts,1882,3064032,3,23,1076,4,Talon Harris,ED Loan,56218974,Withdrawn,Consumer,Non-Interest Bearing,91027790
481,2/5/2023,Wyoming,Jared Tyler,6115,1987096,1,11,697,5,Talon Harris,ED Loan,3228658,Approved,Consumer,Non-Interest Bearing,73038303
482,4/8/2023,Maine,Nayda Curtis,6881,4311470,3,6,1153,3,Talon Harris,ED Loan,40425729,Declined,Consumer,Non-Interest Bearing,81293556
483,12/1/2022,Indiana,Martha Hernandez,4564,1634497,1,22,1186,6,Talon Harris,ED Loan,66803267,Withdrawn,Consumer,Non-Interest Bearing,94325696
484,12/31/2021,Vermont,Rhona Holman,7491,3858916,1,11,433,2,Talon Harris,ED Loan,77437902,Approved,Consumer,Non-Interest Bearing,92921479
485,2/7/2022,Vermont,Venus Pennington,7562,1457998,2,11,1054,3,Talon Harris,ED Loan,63851788,Declined,Consumer,Interest Bearing,60539318
486,1/31/2023,Vermont,Xavier Peters,8051,8845143,3,11,433,1,Talon Harris,ED Loan,62140699,Withdrawn,Consumer,Interest Bearing,75471029
487,7/14/2023,Colorado,Tarik Fulton,1833,5539591,2,5,278,0,Talon Harris,ED Loan,55245262,Approved,Consumer,Interest Bearing,76153991
488,1/20/2023,Delaware,Deacon Jennings,1307,7543805,4,2,529,3,Talon Harris,ED Loan,13367966,Declined,Consumer,Interest Bearing,75001176
489,1/12/2022,Ohio,Ursula Randolph,3853,9037796,3,8,1328,8,Talon Harris,ED Loan,20675331,Withdrawn,Consumer,Interest Bearing,62466714
490,3/23/2023,Hawaii,Signe Kaufman,7331,2156770,2,17,472,4,Talon Harris,ED Loan,59903456,Approved,Consumer,Interest Bearing,75197677
491,12/24/2022,Connecticut,Karleigh Keller,7842,6855947,4,10,481,0,Talon Harris,ED Loan,83915877,Declined,Consumer,Interest Bearing,60952380
492,10/2/2022,Massachusetts,Abigail Stone,2242,1327835,4,1,620,6,Talon Harris,ED Loan,48804061,Withdrawn,Consumer,Interest Bearing,73349196
493,5/17/2023,Michigan,Elijah Washington,9057,6022537,3,9,1229,5,Talon Harris,ED Loan,43199595,Approved,Consumer,Interest Bearing,76833587
494,7/28/2023,Ohio,Mariam Tyler,8233,6631290,2,16,118,5,Talon Harris,ED Loan,5579097,Declined,Consumer,Interest Bearing,81157511
495,1/5/2022,Texas,Ishmael Walker,3088,8359577,3,13,90,7,Talon Harris,ED Loan,31375470,Withdrawn,Consumer,Interest Bearing,98774909
496,1/15/2022,Washington,Yardley Fisher,4975,8711967,3,3,798,2,Talon Harris,ED Loan,82269760,Approved,Consumer,Interest Bearing,65987237
497,8/16/2022,Tennessee,Audra Koch,4748,1744824,2,20,318,6,Talon Harris,ED Loan,20522328,Declined,Consumer,Interest Bearing,97615515
498,1/1/2022,Pennsylvania,Drake Daniel,2373,8268135,2,22,1069,3,Talon Harris,ED Loan,78692902,Withdrawn,Consumer,Interest Bearing,78781508
499,7/12/2022,Missouri,Ruth Willis,6546,7617656,5,3,1454,4,Talon Harris,ED Loan,3556857,Approved,Consumer,Interest Bearing,96004695
500,8/12/2023,Idaho,Paula Rutledge,7725,3395507,4,17,1253,6,Talon Harris,ED Loan,86365812,Declined,Consumer,Interest Bearing,80720729
501,12/3/2022,Georgia,Alden Adkins,2132,7275764,2,19,1050,5,Talon Harris,ED Loan,3689433,Withdrawn,Consumer,Interest Bearing,75276205
502,6/7/2023,Massachusetts,Larissa Russell,8523,7827654,3,14,845,0,Talon Harris,ED Loan,33709093,Approved,Consumer,Interest Bearing,79010129
503,3/16/2022,Montana,Rylee Simpson,2805,3752582,0,11,632,8,Talon Harris,ED Loan,41525404,Declined,Consumer,Interest Bearing,85586981
504,3/16/2022,Delaware,Damon Thomas,1377,2831411,5,6,1255,3,Talon Harris,ED Loan,12480196,Withdrawn,Consumer,Interest Bearing,74260899
505,4/22/2023,Kentucky,Karleigh Reeves,6117,4545967,4,15,1488,3,Talon Harris,ED Loan,4756409,Approved,Consumer,Interest Bearing,75438758
506,4/25/2022,California,Stone Howell,7984,2484722,3,23,1415,4,Talon Harris,ED Loan,59053442,Declined,Consumer,Interest Bearing,64957102
507,12/8/2022,Pennsylvania,Amethyst Keller,7368,2683943,1,3,234,1,Talon Harris,ED Loan,34563390,Withdrawn,Consumer,Interest Bearing,76623307
508,1/30/2023,Missouri,Edward Mcdaniel,1445,5619919,1,2,1446,5,Talon Harris,ED Loan,84672141,Approved,Consumer,Interest Bearing,60058993
509,12/24/2022,Nevada,Chastity Kirby,1928,3883188,3,7,1427,1,Talon Harris,ED Loan,70234134,Declined,Consumer,Interest Bearing,78727841
510,6/7/2023,Nebraska,Mikayla Knapp,4389,4951903,0,13,1329,1,Talon Harris,ED Loan,53709766,Withdrawn,Consumer,Interest Bearing,61720631
511,12/12/2022,Tennessee,Elvis Fowler,5157,1668944,2,1,298,3,Talon Harris,ED Loan,41027497,Approved,Consumer,Interest Bearing,57383922
512,5/1/2022,Maryland,Pandora Montoya,6125,2741824,4,3,444,3,Talon Harris,ED Loan,57865896,Declined,Consumer,Interest Bearing,60732244
513,3/20/2023,Arizona,Halee Briggs,5948,9066108,4,4,661,2,Talon Harris,ED Loan,70661203,Withdrawn,Consumer,Interest Bearing,73228308
514,4/5/2023,Kansas,Xyla Dickson,4927,2438634,1,9,167,0,Talon Harris,ED Loan,907007,Approved,Consumer,Interest Bearing,71511061
515,5/18/2022,Illinois,April Black,5337,8376635,2,21,1247,1,Talon Harris,ED Loan,38133901,Declined,Consumer,Interest Bearing,67263706
516,5/29/2023,Louisiana,Eliana Brock,9192,8094213,1,3,1051,7,Talon Harris,ED Loan,86464853,Withdrawn,Consumer,Interest Bearing,89792979
517,11/8/2022,Missouri,Alika Jennings,9159,5438724,0,23,797,2,Talon Harris,ED Loan,66358854,Approved,Consumer,Interest Bearing,71935951
518,3/7/2023,Delaware,Jade Cantrell,4580,4410423,4,3,1044,0,Talon Harris,ED Loan,27612811,Declined,Consumer,Interest Bearing,78416243
519,8/20/2023,Kansas,Lael Wong,5421,5099796,1,17,1411,7,Talon Harris,ED Loan,74957807,Withdrawn,Consumer,Interest Bearing,57378961
520,3/19/2022,Pennsylvania,Belle Sanford,9218,7264066,4,12,771,7,Talon Harris,ED Loan,45323324,Approved,Consumer,Interest Bearing,87152557
521,4/16/2023,Alaska,Kaseem Chambers,2235,5681586,4,10,714,1,Talon Harris,ED Loan,9786909,Declined,Consumer,Interest Bearing,79837253
522,11/20/2022,Wyoming,Eagan Rogers,6321,4017021,2,12,57,4,Talon Harris,ED Loan,82687441,Declined,Consumer,Interest Bearing,66377915
523,6/10/2023,Wisconsin,Kylan Walls,2578,1520064,2,8,901,3,Talon Harris,ED Loan,36743050,Declined,Consumer,Interest Bearing,96983581
524,12/24/2021,Oklahoma,Gil Albert,4602,5865857,2,17,475,0,Talon Harris,ED Loan,25616857,Declined,Consumer,Interest Bearing,72231887
